fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
604,Jared,Chaffee,NULL,177.8,155,NULL,NULL,1984-12-15,5,2,0,NULL,http://ufcstats.com/fighter-details/fdf59144e535bc38
605,Luan,Chagas,Tarzan,182.88,170,190.5,Orthodox,1993-06-17,15,3,1,NULL,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
606,Edgar,Chairez,Pitbull,170.18,125,NULL,Orthodox,1996-01-27,10,4,0,NULL,http://ufcstats.com/fighter-details/5ef94841c4bc3f86
607,Ansar,Chalangov,NULL,175.26,170,NULL,Orthodox,1979-10-30,14,5,0,NULL,http://ufcstats.com/fighter-details/7342fcc41a4817fa
608,Alex,Chambers,"Astro Girl",160.02,115,160.02,Southpaw,1978-10-25,5,5,0,NULL,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
609,Michael,Chandler,Iron,172.72,155,180.34,Orthodox,1986-04-24,23,8,0,NULL,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
610,Chelsea,Chandler,NULL,172.72,145,172.72,Southpaw,1990-11-23,5,1,0,NULL,http://ufcstats.com/fighter-details/af9efbfd63d39734
611,Donnie,Chappell,NULL,180.34,178,NULL,Southpaw,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/8788beb528894f33
612,Joe,Charles,"The Ghetto Man",185.42,260,NULL,Southpaw,NULL,6,13,0,NULL,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5
613,Dan,Charles,"The Man",187.96,228,NULL,NULL,1985-09-24,10,6,1,NULL,http://ufcstats.com/fighter-details/32a4f1235f0dad73
614,Ernest,Chavez,EJ,172.72,145,177.8,Orthodox,1983-06-27,10,2,0,NULL,http://ufcstats.com/fighter-details/b406da701c479076
615,Emilio,Chavez,NULL,175.26,145,NULL,NULL,NULL,12,9,0,NULL,http://ufcstats.com/fighter-details/84e8920e59ff14a7
616,Danny,Chavez,"The Colombian Warrior",172.72,145,170.18,Orthodox,1987-03-14,11,5,1,NULL,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
617,Gabriel,Checco,Zangief,185.42,185,NULL,Switch,1986-04-03,10,2,0,NULL,http://ufcstats.com/fighter-details/9c5f7d5c6d084b35
618,Albert,Cheng,NULL,180.34,170,NULL,Orthodox,1985-02-07,7,4,0,NULL,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
619,Fabio,Cherant,"Water Buffalo",185.42,205,187.96,Southpaw,1994-11-25,7,4,0,NULL,http://ufcstats.com/fighter-details/78a68f1dade6aaf7
620,Ion,Cherdivara,NULL,NULL,205,NULL,NULL,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/c713a845360d604b
621,Mark,Cherico,"The Pride of Bloomfield",170.18,145,175.26,Orthodox,1986-05-12,11,1,0,NULL,http://ufcstats.com/fighter-details/79a193111e3bc99b
622,Macy,Chiasson,NULL,180.34,135,182.88,Orthodox,1991-07-27,9,3,0,NULL,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
623,Michael,Chiesa,Maverick,185.42,170,190.5,Southpaw,1987-12-07,18,6,0,NULL,http://ufcstats.com/fighter-details/c58f51dedb310998
624,Giga,Chikadze,Ninja,182.88,145,187.96,Orthodox,1988-08-25,14,3,0,NULL,http://ufcstats.com/fighter-details/9560ff14eb3129f7
625,Khamzat,Chimaev,Borz,187.96,170,190.5,Orthodox,1994-05-01,12,0,0,NULL,http://ufcstats.com/fighter-details/767755fd74662dbf
626,Sako,Chivitchian,NULL,180.34,155,NULL,NULL,1984-03-11,8,1,0,NULL,http://ufcstats.com/fighter-details/9f7787e56a6bc0f4
627,Mu,"Bae Choi",NULL,187.96,230,NULL,Orthodox,1970-06-27,12,6,0,NULL,http://ufcstats.com/fighter-details/371a1c91b24dec2b
628,Hong,"Man Choi","Techno Goliath",218.44,330,NULL,Orthodox,1980-10-30,4,5,0,NULL,http://ufcstats.com/fighter-details/2c104b7e59a72629
629,Dooho,Choi,"The Korean Superboy",177.8,145,177.8,Orthodox,1991-04-10,14,4,1,NULL,http://ufcstats.com/fighter-details/e93b04e308913c2e
630,SeungWoo,Choi,Sting,182.88,145,187.96,Orthodox,1992-11-03,10,6,0,NULL,http://ufcstats.com/fighter-details/a68575214ecad140
631,SeungGuk,Choi,NULL,167.64,125,162.56,Orthodox,1996-12-26,7,2,0,NULL,http://ufcstats.com/fighter-details/adccbc19b22e19af
632,John,Cholish,NULL,180.34,155,187.96,Orthodox,1983-12-17,8,3,0,NULL,http://ufcstats.com/fighter-details/03c9994c5b8958ec
633,Ryo,Chonan,Piranah,175.26,170,177.8,Orthodox,1976-10-08,22,13,0,NULL,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9
634,Katlyn,Chookagian,"Blonde Fighter",175.26,125,172.72,Orthodox,1988-12-28,18,5,0,NULL,http://ufcstats.com/fighter-details/e872e9a9a902c045
635,Will,Chope,"The Kill",193.04,145,NULL,Switch,1990-09-08,34,13,0,NULL,http://ufcstats.com/fighter-details/db5dc7cb80d7d418
636,Joachim,Christensen,NULL,190.5,205,193.04,Orthodox,1978-11-07,14,6,0,NULL,http://ufcstats.com/fighter-details/2d447cc91bdaa545
637,Dan,Christison,"The Sandman",203.2,265,NULL,Orthodox,1972-04-26,20,7,0,NULL,http://ufcstats.com/fighter-details/b369533a577fa97c
638,Anthony,Christodoulou,NULL,175.26,155,NULL,Orthodox,1987-07-30,12,7,0,NULL,http://ufcstats.com/fighter-details/4f11e9ce318ffbcb
639,Murad,Chunkaiev,NULL,180.34,185,NULL,Orthodox,NULL,8,4,0,NULL,http://ufcstats.com/fighter-details/d4a12dfa4067742f
640,Cameron,Church,NULL,180.34,155,182.88,Orthodox,1990-09-27,4,1,0,NULL,http://ufcstats.com/fighter-details/f197ce0cbe69996d
641,Steven,Ciaccio,Stryker,182.88,170,NULL,NULL,NULL,4,4,0,NULL,http://ufcstats.com/fighter-details/eaebaa6801338ea1
642,Mike,Ciesnolevicz,NULL,182.88,235,NULL,Orthodox,1979-10-28,19,4,0,1,http://ufcstats.com/fighter-details/51b0bb73a1da34bc
643,Hannah,Cifers,Shockwave,154.94,115,157.48,Orthodox,1992-06-26,10,7,0,NULL,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
644,Branko,Cikatic,NULL,185.42,215,NULL,Orthodox,1954-10-03,0,2,0,NULL,http://ufcstats.com/fighter-details/4e5bbc4566049cbf
645,Nikolajus,Cilkinas,NULL,NULL,NULL,NULL,Orthodox,NULL,2,6,0,NULL,http://ufcstats.com/fighter-details/3f3550bf126a5721
646,Misha,Cirkunov,NULL,190.5,205,195.58,Orthodox,1987-02-27,15,9,0,NULL,http://ufcstats.com/fighter-details/67f272324a030d00
647,Johnny,Cisneros,"The Tattooed Terror",180.34,170,NULL,NULL,1980-02-05,9,6,0,NULL,http://ufcstats.com/fighter-details/42611508ba8c3298
648,Laverne,Clark,NULL,180.34,170,NULL,Orthodox,1973-12-02,27,21,1,NULL,http://ufcstats.com/fighter-details/1c2f2571b18791b6
649,Logan,Clark,NULL,187.96,185,NULL,Orthodox,1985-02-16,18,6,0,NULL,http://ufcstats.com/fighter-details/6776260cb0aef647
650,Mychal,Clark,NULL,190.5,224,NULL,Orthodox,NULL,10,14,0,NULL,http://ufcstats.com/fighter-details/69108cb8b32efe04
651,Dominic,Clark,NULL,177.8,155,NULL,NULL,1985-08-01,10,7,0,NULL,http://ufcstats.com/fighter-details/8a64b3f87ad29d1e
652,Heather,Clark,Hurricane,167.64,115,162.56,Orthodox,1980-09-19,7,6,0,NULL,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
653,Devin,Clark,"Brown Bear",182.88,205,190.5,Orthodox,1990-04-12,14,8,0,NULL,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
654,Jessica-Rose,Clark,NULL,165.1,135,162.56,Orthodox,1987-11-28,11,9,0,1,http://ufcstats.com/fighter-details/6c8072b61c276e67
655,John,Clarke,NULL,NULL,170,NULL,NULL,1977-08-15,1,1,0,NULL,http://ufcstats.com/fighter-details/a77c71a574132188
656,Mitch,Clarke,"Danger Zone",177.8,155,185.42,Orthodox,1985-11-24,11,5,0,NULL,http://ufcstats.com/fighter-details/c76ec2bc3a57666a
657,Rich,Clementi,"No Love",175.26,155,182.88,Southpaw,1976-03-31,45,23,1,NULL,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2
658,Chris,Clements,"The Menace",177.8,170,177.8,Orthodox,1976-02-09,12,6,0,1,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
659,RJ,Clifford,NULL,NULL,160,NULL,NULL,NULL,4,3,0,NULL,http://ufcstats.com/fighter-details/8e32bfcff3ec1717
660,Mark,Climaco,NULL,162.56,125,165.1,Southpaw,1997-11-06,9,1,0,NULL,http://ufcstats.com/fighter-details/60098849c703e389
661,Josh,Clopton,"The Gentleman",167.64,145,NULL,Orthodox,1981-07-11,6,2,1,NULL,http://ufcstats.com/fighter-details/48e96d9cea6d4ab0
662,Brian,Cobb,NULL,180.34,155,NULL,Orthodox,NULL,20,9,0,NULL,http://ufcstats.com/fighter-details/3138fab619faf4d1
663,Darryl,Cobb,NULL,175.26,185,NULL,NULL,1980-08-04,6,8,0,NULL,http://ufcstats.com/fighter-details/dc6d8256ee3dfba5
664,Dave,Cochran,NULL,167.64,155,NULL,NULL,1973-05-10,26,29,1,NULL,http://ufcstats.com/fighter-details/6dbb1107de9a4a08
665,Dakota,Cochrane,NULL,172.72,155,NULL,NULL,1986-05-01,29,12,0,NULL,http://ufcstats.com/fighter-details/8fa7e0bc052185ce
666,Marloes,Coenen,NULL,175.26,145,170.18,NULL,1981-03-31,23,8,0,NULL,http://ufcstats.com/fighter-details/0b77a05bcbd2de74
667,Marc,Cofer,NULL,NULL,185,NULL,NULL,1972-03-03,7,5,0,NULL,http://ufcstats.com/fighter-details/e90d9d0681270953
668,John,Cofer,"The Potter",175.26,155,NULL,Southpaw,1984-04-29,8,4,0,NULL,http://ufcstats.com/fighter-details/8b260672a21d1fd6
669,Chris,Coggins,NULL,NULL,NULL,NULL,NULL,NULL,7,10,0,NULL,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
670,Felipe,Colares,Cabocao,172.72,145,175.26,Orthodox,1994-03-31,10,4,0,NULL,http://ufcstats.com/fighter-details/dbac0a413af64bbe
671,Wayne,Cole,NULL,185.42,205,NULL,Orthodox,NULL,16,25,0,NULL,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
672,Devin,Cole,NULL,193.04,240,NULL,Orthodox,1976-10-01,20,10,1,NULL,http://ufcstats.com/fighter-details/1174782eacde9b0c
673,Coltin,Cole,NULL,NULL,185,NULL,NULL,1989-04-24,4,5,0,NULL,http://ufcstats.com/fighter-details/cecd72feb0d640e3
674,Ivan,Cole,JP,175.26,135,NULL,NULL,1990-11-30,2,3,0,NULL,http://ufcstats.com/fighter-details/987b80f57190d6d0
675,Chandler,Cole,"The Hammer",NULL,NULL,NULL,NULL,1995-01-09,10,3,0,NULL,http://ufcstats.com/fighter-details/5d8a9c95af50280a
676,Mark,Coleman,"The Hammer",185.42,205,190.5,Orthodox,1964-12-20,16,10,0,NULL,http://ufcstats.com/fighter-details/21b8a0f5c231096f
677,Cortez,Coleman,Hollywood,185.42,185,NULL,NULL,1982-01-28,13,8,0,NULL,http://ufcstats.com/fighter-details/ffb20ae0db47ebe6
678,Clay,Collard,Cassius,180.34,145,185.42,Orthodox,1993-03-10,14,7,0,1,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
679,Jamie,Colleen,NULL,160.02,115,165.1,Orthodox,1985-11-02,4,1,0,NULL,http://ufcstats.com/fighter-details/6b64db453edf4c50
680,Jake,Collier,"The Prototype",190.5,230,198.12,Orthodox,1988-10-25,13,9,0,NULL,http://ufcstats.com/fighter-details/92fa1401b7927da3
681,Christian,Colombo,NULL,195.58,265,NULL,Orthodox,1980-07-01,8,3,1,NULL,http://ufcstats.com/fighter-details/9123c54d0a2b72dd
682,Willian,Colorado,NULL,177.8,135,182.88,NULL,1986-06-21,11,1,0,NULL,http://ufcstats.com/fighter-details/dfc7f0a2d91ad337
683,Wes,Combs,"The Soldier",187.96,205,NULL,Orthodox,1973-06-18,20,6,0,NULL,http://ufcstats.com/fighter-details/a85998eb79650b2c
684,Carlos,Condit,"The Natural Born Killer",187.96,170,190.5,Orthodox,1984-04-26,32,14,0,NULL,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
685,Chris,Condo,NULL,182.88,335,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/41e77dc504a192c6
686,Montserrat,Conejo,NULL,152.4,115,154.94,Southpaw,1993-02-03,10,2,0,NULL,http://ufcstats.com/fighter-details/1235b31de15d0c6e
687,Tristan,Connelly,Boondock,177.8,145,172.72,Orthodox,1985-12-12,14,8,0,NULL,http://ufcstats.com/fighter-details/2ebfbe72ed703925
688,Marcos,"Conrado Jr.",NULL,187.96,220,NULL,Orthodox,1982-03-14,5,1,0,NULL,http://ufcstats.com/fighter-details/d450769115a193c2
689,Jeremiah,Constant,NULL,185.42,240,NULL,Orthodox,1974-07-19,11,8,0,1,http://ufcstats.com/fighter-details/18f5669a92e99d92
690,Jonathan,Contrestano,JT,NULL,155,NULL,NULL,NULL,6,0,0,NULL,http://ufcstats.com/fighter-details/06d4eb8123087123
691,Bob,Cook,Crazy,175.26,170,NULL,Orthodox,NULL,5,0,0,NULL,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a
692,Mike,Cook,NULL,185.42,205,NULL,Orthodox,NULL,13,13,0,NULL,http://ufcstats.com/fighter-details/3ab0df1ddd5f1dc2
693,Chad,Cook,NULL,187.96,205,NULL,NULL,1979-11-07,10,12,0,NULL,http://ufcstats.com/fighter-details/e6daf9cdbf0da889
694,TJ,Cook,NULL,NULL,205,NULL,NULL,1982-09-08,13,5,0,NULL,http://ufcstats.com/fighter-details/fa238ecfd048f7d8
695,Dewey,Cooper,"The Black Cobra",NULL,205,NULL,NULL,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/5efaaf313b652dd7
696,Brett,Cooper,NULL,182.88,170,NULL,Orthodox,1987-07-02,23,12,0,NULL,http://ufcstats.com/fighter-details/88ffe9745e218dd8
697,Bill,Cooper,NULL,NULL,155,NULL,NULL,1984-05-05,2,1,0,NULL,http://ufcstats.com/fighter-details/78bd6940d093fd33
698,Bobby,Cooper,"Super Duper",185.42,155,NULL,NULL,NULL,12,7,0,NULL,http://ufcstats.com/fighter-details/1b51895e5572cfda
699,Amanda,Cooper,ABC,160.02,115,162.56,Switch,1991-10-22,3,5,0,NULL,http://ufcstats.com/fighter-details/d4a31850a7457f1b
700,Kit,Cope,Havoc,182.88,170,NULL,Orthodox,1977-03-17,6,7,0,NULL,http://ufcstats.com/fighter-details/ce47f49e5c386a9c
701,Chris,Cope,C-Murder,182.88,170,182.88,Orthodox,1983-03-05,8,4,0,NULL,http://ufcstats.com/fighter-details/8c8c92a12621d7e0
702,Josh,Copeland,"Cuddly Bear",185.42,265,NULL,Orthodox,1982-10-20,12,4,0,NULL,http://ufcstats.com/fighter-details/3aa794cbe1e3484b
703,Michael,Cora,"Kookie Monster",185.42,170,195.58,Southpaw,1989-08-24,4,1,0,NULL,http://ufcstats.com/fighter-details/2b91eff985b532cd
704,Akira,Corassani,NULL,172.72,145,172.72,Orthodox,1982-08-27,12,6,0,1,http://ufcstats.com/fighter-details/3f52ce18fb98008f
705,Muhsin,Corbbrey,NULL,177.8,155,NULL,Orthodox,1978-05-18,17,9,0,NULL,http://ufcstats.com/fighter-details/1f9344211ca7fd60
706,Daniel,Cormier,DC,180.34,235,182.88,Orthodox,1979-03-20,22,3,0,1,http://ufcstats.com/fighter-details/d967f0128c323de6
707,Nora,Cornolle,NULL,NULL,135,NULL,NULL,NULL,6,1,0,NULL,http://ufcstats.com/fighter-details/f2b3f4ef3f780168
708,Clint,Coronel,NULL,NULL,155,NULL,NULL,NULL,2,5,0,NULL,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad
709,Henry,Corrales,NULL,175.26,145,NULL,NULL,NULL,13,3,0,NULL,http://ufcstats.com/fighter-details/7cb0946d51b8cde7
710,Bethe,Correia,Pitbull,165.1,135,162.56,Orthodox,1983-06-22,11,6,1,NULL,http://ufcstats.com/fighter-details/673ea7dcc786b1b3
711,Wesley,Correira,Cabbage,190.5,260,NULL,Orthodox,1978-11-11,20,16,0,NULL,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8
712,Waldo,Cortes-Acosta,"Salsa Boy",193.04,260,198.12,Orthodox,1991-10-03,9,1,0,NULL,http://ufcstats.com/fighter-details/fc08099550072fe4
713,Tracy,Cortez,NULL,165.1,125,165.1,Orthodox,1993-12-10,10,1,0,NULL,http://ufcstats.com/fighter-details/68d4a891e5cf2029
714,Reyes,Cortez,JR,170.18,135,172.72,Orthodox,1992-07-31,5,2,0,NULL,http://ufcstats.com/fighter-details/1a7d44196949577c
715,Chad,Corvin,"The Brave Warrior",195.58,255,NULL,NULL,NULL,5,0,0,NULL,http://ufcstats.com/fighter-details/1267b631db78665a
716,Louis,Cosce,NULL,175.26,170,180.34,Orthodox,1995-08-27,7,2,0,NULL,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
717,Orion,Cosce,Galaxy,180.34,170,180.34,Switch,1994-07-15,8,2,0,NULL,http://ufcstats.com/fighter-details/2c010b26a3306969
718,Miguel,Cosio,NULL,193.04,205,NULL,NULL,NULL,1,13,0,NULL,http://ufcstats.com/fighter-details/d150c6fbdb7687f4
719,Jadson,Costa,NULL,170.18,155,NULL,Orthodox,NULL,22,8,0,1,http://ufcstats.com/fighter-details/222d6b547de2e035
720,Guilherme,Costa,"The Prodigy",NULL,155,NULL,NULL,NULL,7,1,0,NULL,http://ufcstats.com/fighter-details/28877eddb1c0b967
721,Paulo,Costa,"The Eraser",185.42,185,182.88,Orthodox,1991-04-21,14,2,0,NULL,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
722,Randy,Costa,"The Zohan",175.26,135,185.42,Switch,1994-07-06,6,4,0,NULL,http://ufcstats.com/fighter-details/325ad0dd9126d3df
723,Alessandro,Costa,Nono,162.56,125,170.18,Orthodox,1996-01-28,13,3,0,NULL,http://ufcstats.com/fighter-details/3fa97913cfd205d3
724,Melquizael,Costa,"Melk Cauthy",177.8,145,180.34,Southpaw,1996-09-14,19,6,0,NULL,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e
725,Davi,Costa,"O Black",NULL,125,NULL,NULL,1994-12-10,14,3,0,NULL,http://ufcstats.com/fighter-details/dd6ec6f941c3a414
726,Oscar,Cota,Elevation,182.88,230,182.88,Orthodox,1984-10-15,11,3,0,1,http://ufcstats.com/fighter-details/f584a6e0b5b74604
727,Patrick,Cote,"The Predator",180.34,170,190.5,Orthodox,1980-02-29,23,11,0,NULL,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
728,JC,Cottrell,NULL,175.26,155,NULL,Orthodox,1989-11-04,17,5,0,NULL,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a
729,JR,Coughran,"Bam Bam",167.64,145,NULL,Orthodox,1994-05-17,4,1,0,NULL,http://ufcstats.com/fighter-details/8112c9a23dccc759
730,Rashad,Coulter,Daywalker,180.34,205,193.04,Orthodox,1981-11-27,9,4,0,NULL,http://ufcstats.com/fighter-details/d1528ac5675558b1
731,Dave,Courchaine,NULL,172.72,170,NULL,NULL,NULL,20,7,0,NULL,http://ufcstats.com/fighter-details/79ab17db3b40831a
732,Randy,Couture,"The Natural",185.42,205,190.5,Orthodox,1963-06-22,19,11,0,NULL,http://ufcstats.com/fighter-details/0aa92558424ced9e
733,Kim,Couture,"Sugar Free",172.72,135,NULL,Orthodox,1975-12-18,3,8,0,NULL,http://ufcstats.com/fighter-details/84c43f0d25f15b0b
734,Ryan,Couture,NULL,177.8,155,185.42,Orthodox,1982-08-27,11,5,0,NULL,http://ufcstats.com/fighter-details/46fd223e3ced39b3
735,Nikk,Covert,"The Brick",172.72,185,NULL,NULL,1969-08-04,3,4,0,NULL,http://ufcstats.com/fighter-details/400c7b43c86d27d3
736,Colby,Covington,Chaos,180.34,170,182.88,Orthodox,1988-02-22,17,3,0,NULL,http://ufcstats.com/fighter-details/dc9572dd6ec74859
737,Hailey,Cowan,"All Hail",172.72,135,170.18,Southpaw,1992-02-12,7,3,0,NULL,http://ufcstats.com/fighter-details/3c26c420584d912d
738,Jeff,Cox,"The Grinder",177.8,155,NULL,Orthodox,1968-08-02,10,7,0,NULL,http://ufcstats.com/fighter-details/c9bbf1a0285a8076
